PLAYERPLAYER,G,AB,R ,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,,,,
201TedT KluszewskiKluszewski1B201???,1718,5929,848,1766,290,29,279,1028,492,365,20,10,0.298,0.353,0.498,0.851,0.0766235789,0.0568447282,0.00467216944,0.666666667
201JoshJ DonaldsonDonaldson3B201???,1384,5022,816,1310,287,12,279,816,725,1221,40,10,0.261,0.358,0.489,0.847,0.126152775,0.212458674,0.0087001914,0.8
203RyanR KleskoKlesko1B203???,1736,5611,874,1564,343,33,278,987,817,1077,91,41,0.279,0.37,0.5,0.87,0.127100187,0.167548227,0.0205351587,0.689393939
203MattM OlsonOlson1B203???,1193,4380,688,1119,243,5,278,785,599,1207,9,2,0.255,0.35,0.504,0.854,0.120305282,0.242418156,0.00220927897,0.818181818
203MikeM CameronCameronCF203???,1955,6839,1064,1700,383,59,278,968,867,1901,297,83,0.249,0.338,0.444,0.782,0.112509733,0.24669089,0.0493122242,0.781578947
206RudyR YorkYork1B206???,1603,5891,876,1621,291,52,277,1152,792,867,38,26,0.275,0.362,0.483,0.845,0.118509651,0.129732156,0.00957653748,0.59375
207BrianB DowningDowningDH207???,2344,7853,1188,2099,360,28,275,1073,1197,1127,50,44,0.267,0.37,0.425,0.795,0.132265193,0.124530387,0.0103867403,0.531914894
207JorgeJ PosadaPosadaC207???,1829,6092,900,1664,379,10,275,1065,936,1453,20,21,0.273,0.374,0.474,0.848,0.133181559,0.206744451,0.00583380763,0.487804878
207DeanD PalmerPalmer3B207???,1357,4902,734,1229,231,15,275,849,502,1332,48,31,0.251,0.324,0.472,0.796,0.0928941525,0.246484086,0.0146188009,0.607594937
207RogerR MarisMarisRF207???,1463,5101,826,1325,195,42,275,850,652,733,21,9,0.26,0.345,0.476,0.821,0.113332175,0.127411785,0.00521467061,0.7
211DanteD BichetteBichetteRF211???,1704,6381,934,1906,401,27,274,1141,355,1078,152,73,0.299,0.336,0.499,0.835,0.0527019002,0.160035629,0.0334026128,0.675555556
212FranciscoF LindorLindorSS212???,1505,5973,983,1632,331,26,273,842,568,1103,209,49,0.273,0.341,0.474,0.815,0.0868368751,0.16862865,0.0394435102,0.810077519
212LarryL DobyDobyCF212???,1674,5883,1080,1697,277,72,273,1093,945,1011,64,36,0.288,0.389,0.499,0.888,0.138400703,0.148066784,0.014645577,0.64
214SteveS GarveyGarvey1B214???,2332,8835,1143,2599,440,43,272,1308,479,1003,83,62,0.294,0.329,0.446,0.775,0.0514279579,0.107687352,0.0155679622,0.572413793
215HanleyH RamirezRamirezSS215???,1668,6349,1049,1834,375,32,271,917,660,1234,281,93,0.289,0.36,0.486,0.846,0.0941646455,0.176059352,0.0533599658,0.751336898
215TomT BrunanskyBrunanskyRF215???,1799,6289,804,1543,306,33,271,919,770,1187,69,70,0.245,0.327,0.434,0.761,0.109080606,0.168154129,0.0196911744,0.496402878
215RaulR MondesiMondesiRF215???,1525,5814,909,1589,319,49,271,860,475,1130,229,92,0.273,0.331,0.485,0.816,0.0755287009,0.179678804,0.051041501,0.713395639
215GeorgeG ScottScott1B215???,2034,7433,957,1992,306,60,271,1051,699,1419,69,57,0.268,0.333,0.435,0.768,0.0859567142,0.174495819,0.0154943433,0.547619048
219VernonV WellsWellsCF219???,1731,6642,930,1794,379,34,270,958,472,956,109,37,0.27,0.319,0.459,0.778,0.0663480461,0.134382907,0.0205229126,0.746575342
219ShoheiS OhtaniOhtaniTWP219???,1005,3622,684,1018,184,44,270,652,521,1073,162,43,0.281,0.373,0.58,0.953,0.125754284,0.258991069,0.0494810524,0.790243902
221JoeJ MorganMorgan2B221???,2649,9277,1650,2517,449,96,268,1133,1865,1015,689,162,0.271,0.392,0.427,0.819,0.167384671,0.091096751,0.0763776701,0.809635723
221BrooksB RobinsonRobinson3B221???,2896,10654,1232,2848,482,68,268,1357,860,990,28,22,0.267,0.322,0.401,0.723,0.0746916797,0.0859822824,0.00434253952,0.56
221GormanG ThomasThomasCF221???,1436,4677,681,1051,212,13,268,782,697,1339,50,49,0.225,0.324,0.448,0.772,0.129698549,0.249162635,0.018422032,0.505050505
224GeorgeG HendrickHendrickRF224???,2048,7129,941,1980,343,27,267,1111,567,1013,59,47,0.278,0.329,0.446,0.775,0.0736746362,0.131626819,0.0137733888,0.556603774
224MikeM NapoliNapoli1B224???,1392,4572,697,1125,224,11,267,744,650,1468,39,24,0.246,0.346,0.475,0.821,0.124473382,0.281118345,0.0120643432,0.619047619
226VicV WertzWertzOF226???,1862,6099,867,1692,289,42,266,1178,828,842,9,19,0.277,0.364,0.469,0.833,0.119532265,0.121553342,0.00404215389,0.321428571
227MattM StairsStairsRF227???,1895,5204,770,1366,294,13,265,899,717,1122,30,24,0.262,0.356,0.477,0.833,0.12109441,0.189495018,0.00912008107,0.555555556
227GeorgeG BellBellLF227???,1587,6123,814,1702,308,34,265,1002,331,771,67,36,0.278,0.316,0.469,0.785,0.0512860242,0.1194608,0.0159590951,0.650485437
229BobbyB ThomsonThomsonCF229???,1779,6305,903,1705,267,74,264,1026,559,804,38,20,0.27,0.332,0.462,0.794,0.0814393939,0.117132867,0.00844988345,0.655172414
230Jos?J AbreuAbreu1B230???,1446,5607,769,1587,328,17,263,960,432,1246,11,6,0.283,0.345,0.488,0.833,0.0715350224,0.206325551,0.0028150356,0.647058824
231DannyD TartabullTartabullOF231???,1406,5011,756,1366,289,22,262,925,768,1362,37,30,0.273,0.368,0.496,0.864,0.132894965,0.235680914,0.0115937013,0.552238806
232TimT WallachWallach3B232???,2212,8099,908,2085,432,36,260,1125,649,1307,51,66,0.257,0.316,0.416,0.732,0.0741883859,0.149405578,0.0133744856,0.435897436
232JavyJ LopezLopezC232???,1503,5319,674,1527,267,19,260,864,357,969,8,19,0.287,0.337,0.491,0.828,0.0628964059,0.170718816,0.00475687104,0.296296296
232EricE ChavezChavez3B232???,1615,5518,816,1477,318,24,260,902,639,1079,50,17,0.268,0.342,0.475,0.817,0.103784311,0.175247686,0.010881923,0.746268657
232RoyR CampanellaCampanellaC232???,1461,5053,787,1427,235,32,260,1015,609,501,39,15,0.282,0.363,0.496,0.859,0.107559166,0.0884846344,0.00953726598,0.722222222
232DerekD JeterJeterSS232???,2747,11195,1923,3465,544,66,260,1311,1082,1840,358,97,0.31,0.377,0.44,0.817,0.0881322799,0.149873748,0.0370611713,0.786813187
237ChaseC UtleyUtley2B237???,1937,6857,1103,1885,411,58,259,1025,724,1193,154,22,0.275,0.358,0.465,0.823,0.0955019127,0.157367102,0.0232159346,0.875
238IanI KinslerKinsler2B238???,1888,7423,1243,1999,416,41,257,909,693,1046,243,74,0.269,0.337,0.44,0.777,0.0853868901,0.128881222,0.0390586496,0.766561514
239LarryL ParrishParrish3B239???,1891,6792,850,1789,360,33,256,992,529,1359,30,36,0.263,0.318,0.439,0.757,0.0722578883,0.185630378,0.00901516186,0.454545455
239BobB AllisonAllisonRF239???,1542,5032,811,1281,216,53,256,796,795,1033,84,50,0.255,0.358,0.471,0.829,0.136433842,0.177278188,0.0229963961,0.626865672
239VadaV PinsonPinsonCF239???,2470,9645,1365,2757,485,127,256,1169,574,1196,305,122,0.286,0.327,0.442,0.769,0.0561698796,0.117036892,0.0417849105,0.714285714
242JohnJ MayberryMayberry1B242???,1620,5447,733,1379,211,19,255,879,881,810,20,15,0.253,0.36,0.439,0.799,0.139222503,0.128002528,0.00553097345,0.571428571
242JohnJ OlerudOlerud1B242???,2234,7592,1139,2239,500,13,255,1230,1275,1016,11,14,0.295,0.398,0.465,0.863,0.143791587,0.114582159,0.00281944288,0.44
242KirkK GibsonGibsonLF242???,1635,5798,985,1553,260,54,255,870,718,1285,284,78,0.268,0.352,0.463,0.815,0.110190301,0.197206875,0.0555555556,0.784530387
242AdamA LaRocheLaRoche1B242???,1605,5593,752,1452,340,13,255,882,649,1407,13,11,0.26,0.336,0.462,0.798,0.103973086,0.225408523,0.0038449215,0.541666667
242PeteP AlonsoAlonso1B242???,978,3642,562,914,175,8,255,691,411,950,18,4,0.251,0.34,0.513,0.853,0.101406366,0.234394276,0.00542807797,0.818181818
247AndreA ThorntonThorntonDH247???,1565,5291,792,1342,244,22,253,895,876,851,48,37,0.254,0.36,0.452,0.812,0.142046376,0.137992541,0.0137830388,0.564705882
247JoeJ GordonGordon2B247???,1566,5707,914,1530,264,52,253,975,759,702,89,60,0.268,0.357,0.466,0.823,0.117383235,0.108567894,0.0230436127,0.597315436
247ToddT ZeileZeile3B247???,2158,7573,986,2004,397,23,253,1110,945,1279,53,51,0.265,0.346,0.423,0.769,0.110941536,0.150152618,0.0122094388,0.509615385
247MarcusM SemienSemien2B247???,1629,6365,968,1613,323,36,253,801,631,1305,139,40,0.253,0.321,0.435,0.756,0.0901943968,0.186535163,0.0255860492,0.776536313
251JoeJ TorreTorreC251???,2209,7874,996,2342,344,59,252,1185,779,1094,23,29,0.297,0.365,0.452,0.817,0.0900265804,0.12643014,0.00600947648,0.442307692
251BobbyB MurcerMurcerRF251???,1908,6730,972,1862,285,45,252,1043,862,841,127,75,0.277,0.357,0.445,0.802,0.113540569,0.110774499,0.0266069547,0.628712871
251BretB BooneBoone2B251???,1780,6683,927,1775,366,28,252,1021,552,1295,94,53,0.266,0.325,0.442,0.767,0.0762957844,0.178991016,0.0203178991,0.639455782
254TonyT ArmasArmasCF254???,1432,5164,614,1302,204,39,251,815,260,1201,18,20,0.252,0.287,0.453,0.74,0.0479351032,0.221423304,0.00700589971,0.473684211
254RobinR YountYountSS254???,2856,11008,1632,3142,583,126,251,1406,966,1350,271,105,0.285,0.342,0.43,0.772,0.0806747954,0.112744279,0.0314013696,0.720744681
254TonyT ClarkClark1B254???,1559,4532,629,1188,233,11,251,824,527,1209,6,9,0.262,0.339,0.485,0.824,0.104170785,0.238980036,0.00296501285,0.4
254JoseJ AltuveAltuveLF254???,1949,7787,1227,2367,451,32,251,876,647,1119,324,96,0.304,0.361,0.467,0.828,0.0767133033,0.132677259,0.0497984349,0.771428571
254CyC WilliamsWilliamsOF254???,2003,6780,1024,1981,306,74,251,1005,690,721,115,82,0.292,0.365,0.47,0.835,0.0923694779,0.096519411,0.0263721553,0.583756345
259JoseJ ValentinValentinSS259???,1678,5539,872,1348,302,41,249,816,630,1294,136,56,0.243,0.321,0.448,0.769,0.102123521,0.20975847,0.0311233587,0.708333333
259NickN CastellanosCastellanosRF259???,1667,6349,820,1729,397,42,249,909,426,1594,42,22,0.272,0.321,0.466,0.787,0.0628782288,0.235276753,0.00944649446,0.65625
261TedT SimmonsSimmonsC261???,2456,8680,1074,2472,483,47,248,1389,855,694,21,33,0.285,0.348,0.437,0.785,0.0896696382,0.0727844782,0.00566334557,0.388888889
261GooseG GoslinGoslinLF261???,2287,8656,1482,2735,500,173,248,1609,949,585,175,89,0.316,0.387,0.5,0.887,0.0988027069,0.0609057782,0.0274856845,0.662878788
263JustinJ MorneauMorneau1B263???,1545,5699,772,1603,349,23,247,985,573,988,5,10,0.281,0.348,0.481,0.829,0.0913584184,0.15752551,0.00239158163,0.333333333
263VernV StephensStephensSS263???,1720,6497,1001,1859,307,42,247,1174,692,685,25,22,0.286,0.355,0.46,0.815,0.0962581722,0.0952844624,0.00653776603,0.531914894
265KenK SingletonSingletonOF265???,2082,7189,985,2029,317,25,246,1065,1263,1246,21,36,0.282,0.388,0.436,0.824,0.149432087,0.147420729,0.00674396593,0.368421053
265VictorV MartinezMartinezDH265???,1973,7297,914,2153,423,3,246,1178,730,891,7,7,0.295,0.36,0.455,0.815,0.0909430671,0.111000374,0.00174411362,0.5
267NickN SwisherSwisherRF267???,1527,5369,805,1338,307,11,245,803,817,1373,13,15,0.249,0.351,0.447,0.798,0.132072422,0.221952797,0.00452634982,0.464285714
267MickeyM TettletonTettletonC267???,1485,4698,711,1132,210,16,245,732,949,1307,23,29,0.241,0.369,0.449,0.818,0.168053834,0.231450328,0.00920842925,0.442307692
267DeronD JohnsonJohnson1B267???,1765,5941,706,1447,247,33,245,923,584,1318,11,18,0.244,0.31,0.42,0.73,0.0895019157,0.201992337,0.00444444444,0.379310345
270LouL WhitakerWhitaker2B270???,2390,8570,1386,2369,420,65,244,1084,1197,1099,143,75,0.276,0.363,0.426,0.789,0.122555544,0.112521757,0.0223200573,0.655963303
270HunterH PencePenceRF270???,1707,6420,891,1791,324,55,244,942,520,1335,120,55,0.279,0.334,0.461,0.795,0.0749279539,0.192363112,0.0252161383,0.685714286
270HackH WilsonWilsonOF270???,1348,4760,884,1461,266,67,244,1063,674,713,52,5,0.307,0.395,0.545,0.94,0.124033861,0.131210894,0.0104895105,0.912280702
273SalS BandoBando3B273???,2019,7061,982,1790,289,38,242,1039,1031,924,75,46,0.254,0.352,0.408,0.76,0.127409787,0.114186851,0.01495304,0.619834711
273DustyJ Baker Jr.BakerLF273???,2039,7117,964,1981,320,23,242,1013,762,926,137,73,0.278,0.347,0.432,0.779,0.0967127808,0.117527605,0.0266531286,0.652380952
273WallyW BergerBergerCF273???,1350,5163,809,1550,299,59,242,898,435,693,36,--,0.3,0.359,0.522,0.881,0.0777063237,0.123794212,#VALUE!,#VALUE!
273AubreyA HuffHuff1B273???,1681,6104,806,1699,360,24,242,904,571,907,37,25,0.278,0.342,0.464,0.806,0.0855430712,0.13588015,0.00928838951,0.596774194
273DavidD WrightWright3B273???,1585,5998,949,1777,390,26,242,970,762,1292,196,65,0.296,0.376,0.491,0.867,0.112721893,0.19112426,0.0386094675,0.750957854
273J.D.J DrewDrewRF273???,1566,5173,944,1437,273,48,242,795,862,1137,87,37,0.278,0.384,0.489,0.873,0.142833471,0.188400994,0.0205468103,0.701612903
273KyleK SeagerSeager3B273???,1480,5561,705,1395,309,14,242,807,533,1120,55,27,0.251,0.321,0.442,0.763,0.0874630784,0.183787332,0.0134558582,0.670731707
280CecilC CooperCooper1B280???,1896,7349,1012,2192,415,47,241,1125,448,911,89,49,0.298,0.337,0.466,0.803,0.0574579967,0.11683981,0.017699115,0.644927536
280RickR MondayMondayCF280???,1986,6136,950,1619,248,64,241,775,924,1513,98,91,0.264,0.361,0.443,0.804,0.130878187,0.214305949,0.0267705382,0.518518519
280JesseJ BarfieldBarfieldRF280???,1428,4759,715,1219,216,30,241,716,551,1234,66,47,0.256,0.335,0.466,0.801,0.103766478,0.232391714,0.0212806026,0.584070796
283JeffJ BurroughsBurroughsRF283???,1689,5536,720,1443,230,20,240,882,831,1135,16,22,0.261,0.355,0.439,0.794,0.130516727,0.178262918,0.00596827391,0.421052632
283RobertoR ClementeClementeRF283???,2433,9454,1416,3000,440,166,240,1305,621,1230,83,46,0.317,0.359,0.475,0.834,0.0616377171,0.122084367,0.0128039702,0.643410853
285DolphD CamilliCamilli1B285???,1489,5353,936,1482,261,86,239,950,947,961,60,0,0.277,0.388,0.492,0.88,0.15031746,0.152539683,0.00952380952,1
285KenK CaminitiCaminiti3B285???,1760,6288,894,1710,348,17,239,983,727,1163,88,39,0.272,0.347,0.447,0.794,0.103635068,0.165787598,0.0181040627,0.692913386
287RayR LankfordLankfordCF287???,1701,5747,968,1561,356,54,238,874,828,1550,258,117,0.272,0.364,0.477,0.841,0.125931559,0.235741445,0.0570342205,0.688
287EarlE AverillAverillCF287???,1669,6353,1224,2019,402,128,238,1164,774,518,70,57,0.318,0.395,0.534,0.929,0.108601094,0.0726813526,0.0178195594,0.551181102
289DougD DeCincesDeCinces3B289???,1649,5809,778,1505,312,29,237,879,618,904,58,47,0.259,0.329,0.445,0.774,0.0961568383,0.140656605,0.0163373269,0.552380952
289GusG ZernialZernialLF289???,1234,4131,572,1093,159,22,237,776,383,755,15,7,0.265,0.329,0.486,0.815,0.0848471422,0.167257421,0.00487372619,0.681818182
291GabbyG HartnettHartnettC291???,1991,6432,867,1912,396,64,236,1179,703,697,28,7,0.297,0.37,0.489,0.859,0.0985283812,0.0976874562,0.00490539594,0.8
292BenB OglivieOglivieLF292???,1754,5913,784,1615,277,33,235,901,560,852,87,70,0.273,0.336,0.45,0.786,0.0865132087,0.131623668,0.024254596,0.554140127
292DanD UgglaUggla2B292???,1346,4759,759,1149,238,18,235,706,626,1341,26,21,0.241,0.336,0.447,0.783,0.116248839,0.24902507,0.008727948,0.553191489
